 
1991-07-01,0.3526591
1991-08-01,0.3180891
1991-09-01,0.3252221
1991-10-01,0.3611003
1991-11-01,0.3565869
1991-12-01,0.4306371
1992-01-01,0.5088335
1992-02-01,0.281452
1992-03-01,0.2985811
1992-04-01,0.320478
1992-05-01,0.3127578
1992-06-01,0.3270523
1992-07-01,0.373785082
1992-08-01,0.355877609
1992-09-01,0.377720173
1992-10-01,0.392449042
1992-11-01,0.438653092
1992-12-01,0.581054917
1993-01-01,6.19206769
1993-02-01,0.345085699
1993-03-01,0.377230686
1993-04-01,0.37343029
1993-05-01,0.390539892
1993-06-01,0.404968714
1993-07-01,0.431556552
1993-08-01,0.456218455
1993-09-01,0.460866203
1993-10-01,0.466785129
1993-11-01,0.509384145
1993-12-01,0.71799622
1994-01-01,0.673147308
1994-02-01,0.384127758
1994-03-01,0.439407557
1994-04-01,0.407534073
1994-05-01,0.45406449
1994-06-01,0.464561508
1994-07-01,0.475260653
1994-08-01,0.535060467
1994-09-01,0.520445484
1994-10-01,0.53016513
1994-11-01,0.577374216
1994-12-01,0.620459348
1995-01-01,0.674948382
1995-02-01,0.421606735
1995-03-01,0.494934946
1995-04-01,0.48230449
1995-05-01,0.519475419
1995-06-01,0.517078711
1995-07-01,0.525674157
1995-08-01,0.585527729
1995-09-01,0.549072901
1995-10-01,0.611529323
1995-11-01,0.608847284
1995-12-01,0.741659792
1996-01-01,0.832945212
1996-02-01,0.506979585
1996-03-01,0.526255667
1996-04-01,0.559712628
1996-05-01,0.6110296
1996-06-01,0.568916084
1996-07-01,0.648684933
1996-08-01,0.630056933
1996-09-01,0.646747574
1996-10-01,0.682862939
1996-11-01,0.664907826
1996-12-01,0.860693721
1997-01-01,0.852447101
1997-02-01,0.527791837
1997-03-01,0.571430345
1997-04-01,0.621452908
1997-05-01,0.641192919
1997-06-01,0.666771564
1997-07-01,0.705083102
1997-08-01,0.670491861
1997-09-01,0.725098761
1997-10-01,0.781973318
1997-11-01,0.739810106
1997-12-01,0.1009623339
1998-01-01,0.879851303
1998-02-01,0.591826076
1998-03-01,0.653449298
1998-04-01,0.667573561
1998-05-01,0.706420058
1998-06-01,0.738338118
1998-07-01,0.781349587
1998-08-01,0.743189221
1998-09-01,0.827511722
1998-10-01,0.826044138
1998-11-01,0.859615575
1998-12-01,1.0055893902
1999-01-01,1.003914156
1999-02-01,0.642153456
1999-03-01,0.806261937
1999-04-01,0.72977391
1999-05-01,0.793691594
1999-06-01,0.816532298
1999-07-01,0.871742046
1999-08-01,0.907096378
1999-09-01,0.917711337
1999-10-01,0.925188674
1999-11-01,0.993313643
1999-12-01,1.153297428
2000-01-01,1.251146235
2000-02-01,0.745719853
2000-03-01,0.859119084
2000-04-01,0.847400037
2000-05-01,0.93868026
2000-06-01,0.956039945
2000-07-01,1.08342948
2000-08-01,1.064375083
2000-09-01,0.990816186
2000-10-01,1.17100413
2000-11-01,1.134015074
2000-12-01,1.207913184
2001-01-01,1.449758109
2001-02-01,8.04927477
2001-03-01,10.31289116
2001-04-01,9.75335821
2001-05-01,10.85038183
2001-06-01,9.96171916
2001-07-01,1.144360144
2001-08-01,1.165923889
2001-09-01,10.64705979
2001-10-01,1.265213444
2001-11-01,1.367446631
2001-12-01,1.296573509
2002-01-01,1.630026927
2002-02-01,9.05348536
2002-03-01,10.00244879
2002-04-01,10.78875007
2002-05-01,1.210670515
2002-06-01,10.95410107
2002-07-01,1.284456587
2002-08-01,1.219649985
2002-09-01,1.285474787
2002-10-01,1.354200436
2002-11-01,1.328764
2002-12-01,1.513491784
2003-01-01,1.682834968
2003-02-01,0.980021461
2003-03-01,1.081699371
2003-04-01,1.065422256
2003-05-01,1.251232269
2003-06-01,1.216120969
2003-07-01,1.29980462
2003-08-01,1.251727568
2003-09-01,1.326865761
2003-10-01,1.473362169
2003-11-01,1.366938174
2003-12-01,1.650396561
2004-01-01,1.800376795
2004-02-01,1.193802987
2004-03-01,1.29979001
2004-04-01,1.288264507
2004-05-01,1.394344681
2004-06-01,1.39894722
2004-07-01,1.533909742
2004-08-01,1.537076394
2004-09-01,1.6142005
2004-10-01,1.6685754
2004-11-01,1.7636728
2004-12-01,1.8869325
2005-01-01,2.0778723
2005-02-01,1.2154552
2005-03-01,1.3402392
2005-04-01,1.4459239
2005-05-01,1.4795102
2005-06-01,1.5705248
2005-07-01,1.582955
2005-08-01,1.7554701
2005-09-01,1.8100864
2005-10-01,1.7496668
2005-11-01,1.9347265
2005-12-01,2.0031291
2006-01-01,2.3486694
2006-02-01,1.2536987
2006-03-01,1.5467018
2006-04-01,1.4233539
2006-05-01,1.7783058
2006-06-01,1.6291602
2006-07-01,1.6980282
2006-08-01,1.8612189
2006-09-01,1.6623343
2006-10-01,2.1430241
2006-11-01,2.3575517
2006-12-01,2.3334206
2007-01-01,2.8038383
2007-02-01,1.6763869
2007-03-01,1.9792754
2007-04-01,1.6427305
2007-05-01,2.1000742
2007-06-01,2.0681002
2007-07-01,2.183489
2007-08-01,2.393020353
2007-09-01,2.293035694
2007-10-01,2.326333992
2007-11-01,2.525003022
2007-12-01,2.580609
2008-01-01,2.9665356
2008-02-01,2.1654285
2008-03-01,1.8264945
2008-04-01,2.3107677
2008-05-01,2.291251
2009-01-01,2.31665356
2009-02-01,2.1654285
2009-03-01,2.9665356
2009-04-01,2.9665671
2009-05-01,2.9669541
2009-06-01,3.1943174
2010-01-01,3.2038383
2010-02-01,2.9763869
2010-03-01,3.2792754
2010-04-01,3.2427305
2010-05-01,3.5100071
2010-06-01,3.7154071
2010-07-01,3.8142171
2010-08-01,3.9241510
2010-09-01,3.984520
2010-10-01,3.514152
2010-11-01,3.71014251
2010-12-01,4.0172534
2011-01-01,4.023734
2011-02-01,4.2172538
2011-03-01,4.4112457
2011-04-01,4.5172518
2011-05-01,4.6247531
2011-06-01,4.6672512
2011-07-01,4.7972534
2011-08-01,4.8172537
2011-09-01,4.9172127
2011-10-01,4.99214578
2011-11-01,5.1012573
2011-12-01,5.19213549
2012-01-01,5.2038383
2012-02-01,5.3763869
2012-03-01,5.792754
2012-04-01,5.3763869
2012-05-01,4.023734
2012-06-01,4.4023452
